Fund,Sector,Monthly_Return
FundC,Healthcare,0.0092
FundC,Healthcare,0.0023
FundC,Healthcare,0.0115
FundC,Healthcare,0.0099
FundC,Healthcare,0.0099
FundC,Healthcare,0.0088
FundC,Healthcare,0.0071
FundC,Healthcare,0.0097
FundC,Healthcare,0.0094
FundC,Healthcare,0.0056
FundC,Healthcare,0.0047
FundC,Healthcare,0.0074
FundC,Healthcare,0.0132
FundC,Healthcare,0.002
FundC,Healthcare,0.0011
FundC,Healthcare,0.0077
FundC,Healthcare,0.0072
FundC,Healthcare,0.0077
FundC,Healthcare,0.008
FundC,Healthcare,0.0061
FundC,Healthcare,0.013
FundC,Healthcare,0.0006
FundC,Healthcare,0.0037
FundC,Healthcare,0.0066
FundC,Healthcare,0.0004
FundC,Healthcare,0.0063
FundC,Healthcare,0.0136
FundC,Healthcare,0.0071
FundC,Healthcare,0.0079
FundC,Healthcare,0.002
FundC,Healthcare,0.0045
FundC,Healthcare,0.0055
FundC,Healthcare,0.0057
FundC,Healthcare,0.0121
FundC,Healthcare,0.0092
FundC,Healthcare,0.0026
FundC,Healthcare,0.008
FundC,Healthcare,0.009
FundC,Healthcare,0.0116
FundC,Healthcare,0.0133
FundC,Healthcare,0.0029
FundC,Healthcare,0.0038
FundC,Healthcare,0.002
FundC,Healthcare,0.0061
FundC,Healthcare,0.0089
FundC,Healthcare,0.0109
FundC,Healthcare,0.0067
FundC,Healthcare,0.0057
FundC,Healthcare,0.0076
FundC,Healthcare,0.0037
FundC,Healthcare,0.0154
FundC,Healthcare,0.0006
FundC,Healthcare,0.0077
FundC,Healthcare,0.0151
FundC,Healthcare,0.007
FundC,Healthcare,0.0062
FundC,Healthcare,0.0056
FundC,Healthcare,0.0063
FundC,Healthcare,0.0125
FundC,Healthcare,-0.0018
FundC,Healthcare,0.0131
FundC,Healthcare,0.0013
FundC,Healthcare,0.0059
FundC,Healthcare,0.0053
FundC,Healthcare,0.0094
FundC,Healthcare,0.0006
FundC,Healthcare,0.0088
FundC,Healthcare,0.0151
FundC,Healthcare,0.0015
FundC,Healthcare,0.0078
FundC,Healthcare,0.0044
FundC,Healthcare,0.0087
FundC,Healthcare,0.0071
FundC,Healthcare,0.0044
FundC,Healthcare,0.009
FundL,Healthcare,0.0142
FundL,Healthcare,0.0062
FundL,Healthcare,0.0099
FundL,Healthcare,0.0018
FundL,Healthcare,0.0032
FundL,Healthcare,0.0089
FundL,Healthcare,0.0129
FundL,Healthcare,0.0084
FundL,Healthcare,0.0057
FundL,Healthcare,0.007
FundL,Healthcare,0.002
FundL,Healthcare,0.0094
FundL,Healthcare,0.0105
FundL,Healthcare,0.0052
FundL,Healthcare,0.0051
FundL,Healthcare,0.0081
FundL,Healthcare,0.0053
FundL,Healthcare,0.0067
FundL,Healthcare,0.0154
FundL,Healthcare,0.006
FundL,Healthcare,0.0056
FundL,Healthcare,0.0044
FundL,Healthcare,0.01
FundL,Healthcare,0.0063
FundL,Healthcare,0.0044
FundL,Healthcare,0.0123
FundL,Healthcare,0.0127
FundL,Healthcare,0.0046
FundL,Healthcare,-0.0005
FundL,Healthcare,0.011
FundL,Healthcare,0.0043
FundL,Healthcare,0.0102
FundL,Healthcare,-0.0009
FundL,Healthcare,0.0106
FundL,Healthcare,0.0022
FundL,Healthcare,0.0099
FundL,Healthcare,0.0071
FundL,Healthcare,0.0032
FundL,Healthcare,0.0054
FundL,Healthcare,0.0097
FundL,Healthcare,0.0074
FundL,Healthcare,0.0093
FundL,Healthcare,0.0149
FundL,Healthcare,0.0007
FundL,Healthcare,0.0135
FundL,Healthcare,0.0074
FundL,Healthcare,0.0034
FundL,Healthcare,0.0017
FundL,Healthcare,0.0062
FundL,Healthcare,0.0107
FundL,Healthcare,0.0065
FundL,Healthcare,0.013
FundL,Healthcare,0.0012
FundL,Healthcare,0.007
FundL,Healthcare,0.002
FundL,Healthcare,0.0085
FundL,Healthcare,0.0105
FundL,Healthcare,0.0053
FundL,Healthcare,-0.0034
FundL,Healthcare,0.0078
FundL,Healthcare,0.0087
FundL,Healthcare,0.0086
FundL,Healthcare,0.0119
FundL,Healthcare,0.0027
FundL,Healthcare,0.0097
FundL,Healthcare,0.0118
FundL,Healthcare,-0.0001
FundL,Healthcare,0.0083
FundL,Healthcare,0.005
FundL,Healthcare,0.0067
FundL,Healthcare,0.0084
FundL,Healthcare,0.0051
FundL,Healthcare,0.0043
FundL,Healthcare,0.0071
FundL,Healthcare,0.0027
FundL,Healthcare,0.0027
FundL,Healthcare,0.0097
FundL,Healthcare,0.0024
FundL,Healthcare,0.0097
FundL,Healthcare,0.0089
FundL,Healthcare,0.0001
FundL,Healthcare,0.0043
FundL,Healthcare,0.0118
FundL,Healthcare,0.0031
FundL,Healthcare,0.0051
FundL,Healthcare,0.0088
FundL,Healthcare,0.0101
FundL,Healthcare,0.006
FundL,Healthcare,0.0046
FundL,Healthcare,0.0127
FundL,Healthcare,0.014
FundL,Healthcare,0.0109
FundL,Healthcare,0.0073
FundL,Healthcare,0.0038
FundL,Healthcare,0.0037
FundL,Healthcare,0.0091
FundL,Healthcare,0.0087
FundL,Healthcare,0.0126
FundL,Healthcare,0.0096
FundL,Healthcare,0.001
FundL,Healthcare,0.0112
FundL,Healthcare,0.003
FundL,Healthcare,0.0055
FundL,Healthcare,0.008
FundL,Healthcare,0.015
FundL,Healthcare,0.0194
FundL,Healthcare,0.0094
FundL,Healthcare,0.0063
FundL,Healthcare,0.0091
FundL,Healthcare,0.0106
FundL,Healthcare,0.0057
FundL,Healthcare,0.0142
FundL,Healthcare,0.0079
FundL,Healthcare,0.009
FundL,Healthcare,0.0097
FundL,Healthcare,0.0087
FundL,Healthcare,0.0104
FundL,Healthcare,0.0045
FundL,Healthcare,0.0048
FundL,Healthcare,0.0026
FundL,Healthcare,0.0088
FundL,Healthcare,0.0101
FundL,Healthcare,0.0088
FundL,Healthcare,0.0137
FundL,Healthcare,0.007
FundL,Healthcare,0.0097
FundL,Healthcare,0.0026
FundL,Healthcare,0.0055
FundL,Healthcare,0.0098
FundL,Healthcare,0.0104
FundL,Healthcare,0.0058
FundL,Healthcare,0.0067
FundL,Healthcare,0.0009
FundL,Healthcare,0.0056
FundL,Healthcare,0.0106
FundL,Healthcare,0.0093
FundL,Healthcare,0.009
FundL,Healthcare,0.0072
FundL,Healthcare,0.007
FundL,Healthcare,0.0044
FundL,Healthcare,0.0098
FundL,Healthcare,0.0087
FundL,Healthcare,0.009
FundL,Healthcare,0.0049
FundL,Healthcare,-0.0016
FundL,Healthcare,0.0114
FundL,Healthcare,0.0051
FundL,Healthcare,0.0035
FundL,Healthcare,0.0098
FundL,Healthcare,0.0054
FundL,Healthcare,0.0112
FundL,Healthcare,0.0095
FundL,Healthcare,0.0097
FundL,Healthcare,0.0015
FundL,Healthcare,0.0118
FundL,Healthcare,0.008
FundL,Healthcare,0.0055
FundL,Healthcare,0.0076
FundL,Healthcare,-0.0001
FundL,Healthcare,0.0086
FundL,Healthcare,0.0029
FundL,Healthcare,0.0016
FundL,Healthcare,0.0009
FundL,Healthcare,0.0115
FundL,Healthcare,0.0045
FundL,Healthcare,0.0131
FundL,Healthcare,0.0049
FundL,Healthcare,0.0002
FundL,Healthcare,0.0025
FundL,Healthcare,0.0119
FundL,Healthcare,0.0064
FundL,Healthcare,0.0048
FundL,Healthcare,0.0076
FundL,Healthcare,0.009
FundL,Healthcare,0.0115
FundL,Healthcare,0.0128
FundL,Healthcare,0.0056
FundL,Healthcare,0.0017
FundL,Healthcare,0.0053
FundL,Healthcare,0.008
FundL,Healthcare,0.0031
FundL,Healthcare,0.0032
FundL,Healthcare,0.0084
FundL,Healthcare,0.0068
FundL,Healthcare,0.0071
FundL,Healthcare,0.004
FundL,Healthcare,0.0061
FundL,Healthcare,0.0033
FundL,Healthcare,0.0106
FundL,Healthcare,0.0111
FundL,Healthcare,-0.0004
FundL,Healthcare,0.0033
FundL,Healthcare,0.001
FundL,Healthcare,0.0044
FundL,Healthcare,0.0067
FundL,Healthcare,0.0012
FundL,Healthcare,0.0033
FundL,Healthcare,0.003
FundL,Healthcare,0.0078
FundL,Healthcare,0.0073
FundM,Healthcare,0.0041
FundM,Healthcare,0.0077
FundM,Healthcare,0.0048
FundM,Healthcare,0.0059
FundM,Healthcare,0.0137
FundM,Healthcare,0.0124
FundM,Healthcare,0.0018
FundM,Healthcare,0.0103
FundM,Healthcare,0.0102
FundM,Healthcare,0.0024
FundM,Healthcare,0.0103
FundM,Healthcare,0.0132
FundM,Healthcare,0.0025
FundM,Healthcare,0.0033
FundM,Healthcare,0.0111
FundM,Healthcare,0.0081
FundM,Healthcare,0.0092
FundM,Healthcare,0.0084
FundM,Healthcare,0.0086
FundM,Healthcare,0.0017
FundM,Healthcare,0.0112
FundM,Healthcare,0.0117
FundM,Healthcare,0.0061
FundM,Healthcare,0.0068
FundM,Healthcare,0.0009
FundM,Healthcare,0.0091
FundM,Healthcare,0.0093
FundM,Healthcare,0.0068
FundM,Healthcare,0.0115
FundM,Healthcare,0.0057
FundM,Healthcare,0.0093
FundM,Healthcare,0.0029
FundM,Healthcare,0.0069
FundM,Healthcare,0.0063
FundM,Healthcare,0.0079
FundM,Healthcare,0.0055
FundM,Healthcare,0.0065
FundM,Healthcare,0.0103
FundM,Healthcare,0.0053
FundM,Healthcare,0.0006
FundM,Healthcare,0.014
FundM,Healthcare,0.0125
FundM,Healthcare,0.0018
FundM,Healthcare,0.0098
FundM,Healthcare,0.005
FundM,Healthcare,0.0081
FundM,Healthcare,0.0082
FundM,Healthcare,0.0061
FundM,Healthcare,0.0039
FundM,Healthcare,0.0042
FundM,Healthcare,0.0033
FundM,Healthcare,0.0037
FundM,Healthcare,0.0067
FundM,Healthcare,0.0041
FundM,Healthcare,0.0097
FundM,Healthcare,0.0129
FundM,Healthcare,0.0047
FundM,Healthcare,0.008
FundM,Healthcare,0.009
FundM,Healthcare,0.0089
FundM,Healthcare,0.0073
FundM,Healthcare,0.01
FundM,Healthcare,0.0089
FundM,Healthcare,0.002
FundM,Healthcare,0.0105
FundM,Healthcare,0.0105
FundM,Healthcare,0.0039
FundM,Healthcare,0.0072
FundM,Healthcare,0.0097
FundM,Healthcare,0.0062
FundM,Healthcare,0.0113
FundM,Healthcare,0.0165
FundM,Healthcare,0.0039
FundM,Healthcare,0.0015
FundM,Healthcare,0.0082
FundM,Healthcare,0.0099
FundM,Healthcare,0.0061
FundM,Healthcare,0.0128
FundM,Healthcare,0.0016
FundM,Healthcare,0.0098
FundM,Healthcare,0.0046
FundM,Healthcare,0.0139
FundM,Healthcare,0.015
FundM,Healthcare,0.0039
FundM,Healthcare,0.0048
FundM,Healthcare,0.0104
FundM,Healthcare,0.0055
FundM,Healthcare,0.0068
FundM,Healthcare,0.0071
FundM,Healthcare,-0.0007
FundM,Healthcare,0.0069
FundM,Healthcare,0.0042
FundM,Healthcare,0.005
FundM,Healthcare,0.0128
FundM,Healthcare,0.002
FundM,Healthcare,0.0103
FundM,Healthcare,0.0059
FundM,Healthcare,0.0059
FundM,Healthcare,0.0102
FundM,Healthcare,0.0084
FundM,Healthcare,0.0093
FundM,Healthcare,0.0109
FundM,Healthcare,0.0057
FundM,Healthcare,0.0046
FundM,Healthcare,0.0027
FundM,Healthcare,0.0037
FundM,Healthcare,0.0188
FundM,Healthcare,0.012
FundM,Healthcare,0.0016
FundM,Healthcare,0.0017
FundM,Healthcare,0.0089
FundM,Healthcare,0.0092
FundM,Healthcare,0.0092
FundM,Healthcare,0.006
FundM,Healthcare,0.0065
FundM,Healthcare,0.0083
FundM,Healthcare,0.0073
FundM,Healthcare,-0.0019
FundM,Healthcare,0.0061
FundM,Healthcare,0.0036
FundM,Healthcare,0.0077
FundM,Healthcare,0.0189
FundM,Healthcare,0.0085
FundM,Healthcare,0.0057
FundM,Healthcare,0.0107
FundM,Healthcare,0.0089
FundM,Healthcare,0.0087
FundM,Healthcare,0.0094
FundM,Healthcare,0.0152
FundM,Healthcare,0.0025
FundM,Healthcare,0.0089
FundM,Healthcare,0.0033
FundM,Healthcare,0.0092
FundM,Healthcare,0.0033
FundM,Healthcare,0.0053
FundM,Healthcare,0.0058
FundM,Healthcare,0.0109
FundM,Healthcare,0.0107
FundM,Healthcare,0.002
FundM,Healthcare,0.0072
FundM,Healthcare,0.0042
FundM,Healthcare,0.002
FundM,Healthcare,0.0061
FundM,Healthcare,0.0058
FundM,Healthcare,0.0167
FundM,Healthcare,0.0087
FundM,Healthcare,0.0015
FundM,Healthcare,0.0047
FundM,Healthcare,0.0111
FundM,Healthcare,0.0154
FundM,Healthcare,0.0007
FundM,Healthcare,-0.0005
FundM,Healthcare,0.0145
FundM,Healthcare,0.0086
FundM,Healthcare,0.0035
FundM,Healthcare,0.0091
FundM,Healthcare,-0.0035
FundM,Healthcare,0.007
FundM,Healthcare,0.0083
FundM,Healthcare,0.0107
FundM,Healthcare,0.0029
FundM,Healthcare,0.0073
FundM,Healthcare,0.0033
FundM,Healthcare,0.008
FundM,Healthcare,0.0034
FundM,Healthcare,0.0054
FundM,Healthcare,0.003
FundM,Healthcare,0.0096
FundM,Healthcare,0.0104
FundM,Healthcare,0.0061
FundM,Healthcare,0.0072
FundM,Healthcare,0.0012
FundM,Healthcare,0.0058
FundM,Healthcare,0.0068
FundM,Healthcare,0.0175
FundM,Healthcare,0.0026
FundM,Healthcare,0.0129
FundM,Healthcare,0.011
FundM,Healthcare,0.0081
FundM,Healthcare,0.014
FundM,Healthcare,0.0085
FundM,Healthcare,0.0086
FundM,Healthcare,0.0068
FundM,Healthcare,0.0119
FundM,Healthcare,0.0114
FundM,Healthcare,0.0045
FundM,Healthcare,0.0017
FundM,Healthcare,0.0062
FundM,Healthcare,0.0038
FundM,Healthcare,0.0067
FundM,Healthcare,0.0119
FundM,Healthcare,0.0052
FundM,Healthcare,0.0068
FundM,Healthcare,0.0072
FundM,Healthcare,0.0104
FundM,Healthcare,-0.002
FundM,Healthcare,0.0046
FundM,Healthcare,0.0078
FundM,Healthcare,0.0118
FundM,Healthcare,0.005
FundN,Healthcare,-0.0005
FundN,Healthcare,0.0095
FundN,Healthcare,0.0045
FundN,Healthcare,0.0022
FundN,Healthcare,0.0045
FundN,Healthcare,0.0063
FundN,Healthcare,0.0046
FundN,Healthcare,-0.0018
FundN,Healthcare,0.0106
FundN,Healthcare,0.0121
FundN,Healthcare,0.0096
FundN,Healthcare,0.0024
FundN,Healthcare,0.0062
FundN,Healthcare,0.007
FundN,Healthcare,0.0094
FundN,Healthcare,0.0097
FundN,Healthcare,0.0041
FundN,Healthcare,0.0073
FundN,Healthcare,0.0088
FundN,Healthcare,0.0128
FundN,Healthcare,0.0098
FundN,Healthcare,0.0102
FundN,Healthcare,0.0073
FundN,Healthcare,0.0126
FundN,Healthcare,0.0086
FundN,Healthcare,0.0036
FundN,Healthcare,0.0126
FundN,Healthcare,0.0098
FundN,Healthcare,0.0052
FundN,Healthcare,0.0051
FundN,Healthcare,0.0082
FundN,Healthcare,0.0089
FundN,Healthcare,0.0078
FundN,Healthcare,0.0082
FundN,Healthcare,0.0138
FundN,Healthcare,0.0113
FundN,Healthcare,0.0078
FundN,Healthcare,0.0108
FundN,Healthcare,0.0029
FundN,Healthcare,0.0086
FundN,Healthcare,0.0142
FundN,Healthcare,0.0061
FundN,Healthcare,0.0036
FundN,Healthcare,0.0044
FundN,Healthcare,0.0026
FundN,Healthcare,0.0039
FundN,Healthcare,0.0055
FundN,Healthcare,0.0014
FundN,Healthcare,0.0071
FundN,Healthcare,0.0106
FundN,Healthcare,0.0034
FundN,Healthcare,0.0131
FundN,Healthcare,0.009
FundN,Healthcare,0.0111
FundN,Healthcare,0.0044
FundN,Healthcare,0.0104
FundN,Healthcare,0.0026
FundN,Healthcare,0.0106
FundN,Healthcare,0.0077
FundN,Healthcare,0.0092
FundN,Healthcare,0.0023
FundN,Healthcare,0.0034
FundN,Healthcare,0.0094
FundN,Healthcare,0.0032
FundN,Healthcare,0.0089
FundN,Healthcare,0.0015
FundN,Healthcare,0.0104
FundN,Healthcare,0.0021
FundN,Healthcare,0.0092
FundN,Healthcare,0.0095
FundN,Healthcare,0.0042
FundN,Healthcare,0.0093
FundN,Healthcare,0.008
FundN,Healthcare,0.0048
FundN,Healthcare,0.003
FundN,Healthcare,-0.0009
FundN,Healthcare,0.0084
FundN,Healthcare,0.0007
FundN,Healthcare,0.0074
FundN,Healthcare,0.0059
FundN,Healthcare,0.0097
FundN,Healthcare,0.0058
FundN,Healthcare,0.0057
FundN,Healthcare,0.0099
FundN,Healthcare,0.0083
FundN,Healthcare,0.0083
FundN,Healthcare,0.0089
FundN,Healthcare,0.0009
FundN,Healthcare,0.01
FundN,Healthcare,0.0094
FundN,Healthcare,0.0029
FundN,Healthcare,0.006
FundN,Healthcare,0.0068
FundN,Healthcare,0.0065
FundN,Healthcare,0.0083
FundN,Healthcare,0.0127
FundN,Healthcare,0.0113
FundN,Healthcare,0.0018
FundN,Healthcare,0.0095
FundN,Healthcare,0.0123
FundN,Healthcare,0.0085
FundN,Healthcare,0.0114
FundN,Healthcare,0.015
FundN,Healthcare,0.0111
FundN,Healthcare,0.008
FundN,Healthcare,0.0112
FundN,Healthcare,0.0076
FundN,Healthcare,0.0071
FundN,Healthcare,0.0056
FundN,Healthcare,0.0133
FundN,Healthcare,0.0037
FundN,Healthcare,0.0131
FundN,Healthcare,0.009
FundN,Healthcare,0.0014
FundN,Healthcare,0.0085
FundN,Healthcare,-0.0014
FundN,Healthcare,0.0095
FundN,Healthcare,0.0105
FundN,Healthcare,0.0046
FundN,Healthcare,0.0075
FundN,Healthcare,0.0148
FundN,Healthcare,0.005
FundN,Healthcare,0.0028
FundN,Healthcare,0.0129
FundN,Healthcare,0.0149
FundN,Healthcare,0.007
FundN,Healthcare,0.011
FundN,Healthcare,0.0124
FundN,Healthcare,0.004
FundN,Healthcare,0.0051
FundN,Healthcare,0.0119
FundN,Healthcare,0.0137
FundN,Healthcare,0.0093
FundN,Healthcare,0.0035
FundN,Healthcare,0.0149
FundN,Healthcare,0.0049
FundN,Healthcare,0.0057
FundN,Healthcare,0.0084
FundN,Healthcare,0.0132
FundN,Healthcare,0.0104
FundN,Healthcare,0.0087
FundN,Healthcare,0.0089
FundN,Healthcare,0.0072
FundN,Healthcare,0.0092
FundN,Healthcare,-0.0031
FundN,Healthcare,0.0058
FundN,Healthcare,0.008
FundN,Healthcare,0.0024
FundN,Healthcare,0.0085
FundN,Healthcare,0.0062
FundN,Healthcare,0.014
FundN,Healthcare,0.0133
FundN,Healthcare,0.0051
FundN,Healthcare,0.0064
FundN,Healthcare,0.0067
FundN,Healthcare,0.0052
FundN,Healthcare,0.0078
FundN,Healthcare,0.004
FundN,Healthcare,0.0025
FundN,Healthcare,0.0095
FundN,Healthcare,0.0095
FundN,Healthcare,0.0038
FundN,Healthcare,0.0106
FundN,Healthcare,0.0045
FundN,Healthcare,0.008
FundN,Healthcare,0.0103
FundN,Healthcare,0.0069
FundN,Healthcare,0.0088
FundN,Healthcare,0.0049
FundN,Healthcare,0.0062
FundN,Healthcare,0.0062
FundN,Healthcare,0.004
FundN,Healthcare,0.0063
FundN,Healthcare,0.0008
FundN,Healthcare,0.005
FundN,Healthcare,0.0059
FundN,Healthcare,0.006
FundN,Healthcare,0.006
FundN,Healthcare,0.0068
FundN,Healthcare,0.0089
FundN,Healthcare,0.0105
FundN,Healthcare,0.0044
FundN,Healthcare,0.0022
FundN,Healthcare,0.0028
FundN,Healthcare,0.0051
FundN,Healthcare,0.0056
FundN,Healthcare,0.0039
FundN,Healthcare,0.0018
FundN,Healthcare,0.0052
FundN,Healthcare,0.0077
FundN,Healthcare,0.0094
FundN,Healthcare,0.0048
FundN,Healthcare,0.0053
FundN,Healthcare,0.0033
FundN,Healthcare,0.0069
FundN,Healthcare,0.0036
FundN,Healthcare,0.0093
FundN,Healthcare,-0.0001
FundN,Healthcare,0.0056
FundN,Healthcare,0.0082
FundO,Healthcare,0.0077
FundO,Healthcare,0.0178
FundO,Healthcare,0.0084
FundO,Healthcare,0.003
FundO,Healthcare,0.0066
FundO,Healthcare,-0.0001
FundO,Healthcare,0.0067
FundO,Healthcare,0.0037
FundO,Healthcare,0.0107
FundO,Healthcare,0.0048
FundO,Healthcare,0.0065
FundO,Healthcare,0.0045
FundO,Healthcare,0.014
FundO,Healthcare,0.0057
FundO,Healthcare,0.0143
FundO,Healthcare,0.0103
FundO,Healthcare,0.0089
FundO,Healthcare,0.0085
FundO,Healthcare,0.0086
FundO,Healthcare,-0.0007
FundO,Healthcare,0.0059
FundO,Healthcare,0.0104
FundO,Healthcare,0.0068
FundO,Healthcare,0.0014
FundO,Healthcare,0.0068
FundO,Healthcare,0.0138
FundO,Healthcare,0.012
FundO,Healthcare,0.0068
FundO,Healthcare,0.0108
FundO,Healthcare,0.0055
FundO,Healthcare,0.0002
FundO,Healthcare,0.0033
FundO,Healthcare,0.0133
FundO,Healthcare,0.0059
FundO,Healthcare,0.006
FundO,Healthcare,0.0058
FundO,Healthcare,0.0146
FundO,Healthcare,0.0135
FundO,Healthcare,0.0159
FundO,Healthcare,0.0064
FundO,Healthcare,0.0082
FundO,Healthcare,0.0009
FundO,Healthcare,0.0129
FundO,Healthcare,0.0023
FundO,Healthcare,0.0079
FundO,Healthcare,0.0026
FundO,Healthcare,0.0046
FundO,Healthcare,0.0037
FundO,Healthcare,0.0046
FundO,Healthcare,0.0048
FundO,Healthcare,0.0048
FundO,Healthcare,0.0103
FundO,Healthcare,0.0026
FundO,Healthcare,0.0079
FundO,Healthcare,0.0119
FundO,Healthcare,0.0049
FundO,Healthcare,0.0041
FundO,Healthcare,0.0061
FundO,Healthcare,0.0117
FundO,Healthcare,0.0078
FundO,Healthcare,0.0049
FundO,Healthcare,0.0089
FundO,Healthcare,0.0026
FundO,Healthcare,0.0097
FundO,Healthcare,0.0086
FundO,Healthcare,0.0058
FundO,Healthcare,0.0036
FundO,Healthcare,0.0035
FundO,Healthcare,0.0091
FundO,Healthcare,0.0119
FundO,Healthcare,0.0045
FundO,Healthcare,0.0088
FundO,Healthcare,-0.0013
FundO,Healthcare,0.0047
FundO,Healthcare,0.0069
FundO,Healthcare,0.0034
FundO,Healthcare,0.0033
FundO,Healthcare,0.0043
FundO,Healthcare,0.0082
FundO,Healthcare,0.0063
FundO,Healthcare,-0.002
FundO,Healthcare,-0.0015
FundO,Healthcare,0.0046
FundO,Healthcare,0.0088
FundO,Healthcare,-0.004
FundO,Healthcare,0.005
FundO,Healthcare,0.0049
FundO,Healthcare,0.0126
FundO,Healthcare,0.0055
FundO,Healthcare,0.0085
FundO,Healthcare,0.0076
FundO,Healthcare,-0.0015
FundO,Healthcare,0.0101
FundO,Healthcare,0.0079
FundO,Healthcare,0.009
FundO,Healthcare,0.0227
FundO,Healthcare,-0.0013
FundO,Healthcare,0.0139
FundO,Healthcare,0.0059
FundO,Healthcare,0.0081
FundO,Healthcare,0.0068
FundO,Healthcare,0.0053
FundO,Healthcare,0.0047
FundO,Healthcare,0.0083
FundO,Healthcare,0.0009
FundO,Healthcare,0.01
FundO,Healthcare,0.0053
FundO,Healthcare,0.0025
FundO,Healthcare,0.0052
FundO,Healthcare,0.012
FundO,Healthcare,0.0049
FundO,Healthcare,0.0084
FundO,Healthcare,0.0041
FundO,Healthcare,0.01
FundO,Healthcare,0.0097
FundO,Healthcare,0.0144
FundO,Healthcare,0.0063
FundO,Healthcare,0.0097
FundO,Healthcare,0.0074
FundO,Healthcare,0.0122
FundO,Healthcare,0.0041
FundO,Healthcare,0.01
FundO,Healthcare,0.0062
FundO,Healthcare,0.0067
FundO,Healthcare,0.0074
FundO,Healthcare,0.008
FundO,Healthcare,0.0065
FundO,Healthcare,0.0079
FundO,Healthcare,0.0133
FundO,Healthcare,0.0109
FundO,Healthcare,0.0105
FundO,Healthcare,0.0052
FundO,Healthcare,0.0034
FundO,Healthcare,0.0108
FundO,Healthcare,0.0105
FundO,Healthcare,0.0129
FundO,Healthcare,0.0046
FundO,Healthcare,0.0061
FundO,Healthcare,0.0004
FundO,Healthcare,0.0054
FundO,Healthcare,0.011
FundO,Healthcare,0.0051
FundO,Healthcare,0.0096
FundO,Healthcare,0.0062
FundO,Healthcare,0.0083
FundO,Healthcare,0.0024
FundO,Healthcare,0.0073
FundO,Healthcare,-0.005
FundO,Healthcare,0.0063
FundO,Healthcare,0.0005
FundO,Healthcare,0.0118
FundO,Healthcare,0.0101
FundO,Healthcare,0.0089
FundO,Healthcare,0.0131
FundO,Healthcare,0.0032
FundO,Healthcare,0.014
FundO,Healthcare,0.0107
FundO,Healthcare,0.0061
FundO,Healthcare,0.0115
FundO,Healthcare,0.0026
FundO,Healthcare,0.0037
FundO,Healthcare,0.0046
FundO,Healthcare,0.0049
FundO,Healthcare,0.0028
FundO,Healthcare,0.0119
FundO,Healthcare,0.006
FundO,Healthcare,0.0084
FundO,Healthcare,0.0047
FundO,Healthcare,-0.0003
FundO,Healthcare,0.0081
FundO,Healthcare,-0.0006
FundO,Healthcare,0.0067
FundO,Healthcare,0.0015
FundO,Healthcare,0.0149
FundO,Healthcare,0.0106
FundO,Healthcare,0.0074
FundO,Healthcare,0.0121
FundO,Healthcare,0.0036
FundO,Healthcare,0.0092
FundO,Healthcare,0.0078
FundO,Healthcare,0.0081
FundO,Healthcare,0.0121
FundO,Healthcare,0.0099
FundO,Healthcare,0.0082
FundO,Healthcare,0.0004
FundO,Healthcare,0.0032
FundO,Healthcare,0.0065
FundO,Healthcare,0.0074
FundO,Healthcare,0.0025
FundO,Healthcare,0.0166
FundO,Healthcare,0.0131
FundO,Healthcare,0.0094
FundO,Healthcare,0.0073
FundO,Healthcare,0.0062
FundO,Healthcare,0.0032
FundO,Healthcare,0.0073
FundO,Healthcare,0.008
FundO,Healthcare,0.002
FundO,Healthcare,0.0083
FundO,Healthcare,0.0064
